chromosome	start	end	strand	gene_type	gene_name
chr16	4243943	4253847	-	lncRNA	LINC01569
chr16	4257186	4273075	-	protein_coding	TFAP4
chr16	4307200	4307624	-	lncRNA	ENSG00000288935
chr16	4314761	4339597	+	protein_coding	GLIS2
chr16	4324667	4328340	-	lncRNA	GLIS2-AS1
chr16	4331549	4355607	-	protein_coding	PAM16
chr16	4335870	4337818	-	lncRNA	ENSG00000262712
chr16	4340251	4420494	-	protein_coding	CORO7-PAM16
chr16	4346694	4348648	-	TEC	ENSG00000280063
chr16	4354542	4425705	-	protein_coding	CORO7
chr16	4371848	4383538	+	protein_coding	VASN
chr16	4425805	4456775	+	protein_coding	DNAJA3
chr16	4426902	4427380	+	lncRNA	ENSG00000277170
chr16	4430522	4431103	+	lncRNA	ENSG00000277440
chr16	4433202	4433387	-	processed_pseudogene	ENSG00000275515
chr16	4461691	4495763	-	protein_coding	NMRAL1
chr16	4474690	4510347	+	protein_coding	HMOX2
chr16	4510669	4538828	-	protein_coding	CDIP1
chr16	4532216	4533670	-	lncRNA	ENSG00000278434
chr16	4556340	4600758	+	protein_coding	C16orf96
chr16	4560001	4561662	-	lncRNA	ENSG00000261789
chr16	4562814	4563128	-	processed_pseudogene	SUB1P3
chr16	4608883	4615027	-	protein_coding	UBALD1
chr16	4616493	4690974	+	protein_coding	MGRN1
chr16	4633591	4633881	-	misc_RNA	RN7SL850P
chr16	4634329	4640623	-	lncRNA	ENSG00000261442
chr16	4658851	4659151	+	misc_RNA	Metazoa_SRP
chr16	4671318	4671390	+	miRNA	MIR6769A
chr16	4693694	4695859	+	protein_coding	NUDT16L1
chr16	4696510	4734378	-	protein_coding	ANKS3
chr16	4730115	4752565	-	lncRNA	ENSG00000266994
chr16	4734344	4749396	+	protein_coding	DNAAF8
chr16	4748239	4767624	-	protein_coding	ZNF500
chr16	4756338	4756633	+	misc_RNA	Metazoa_SRP
chr16	4777606	4788398	-	protein_coding	SEPTIN12
chr16	4777939	4801423	-	lncRNA	ENSG00000285952
chr16	4788397	4796491	+	protein_coding	SMIM22
chr16	4795265	4796532	-	lncRNA	ENSG00000267077
chr16	4796968	4802880	-	protein_coding	ROGDI
chr16	4803203	4847288	-	protein_coding	GLYR1
chr16	4839244	4840334	-	lncRNA	ENSG00000275056
chr16	4846665	4882401	+	protein_coding	UBN1
chr16	4882507	4960741	-	protein_coding	PPL
chr16	4958330	5019157	+	protein_coding	SEC14L5
chr16	5010909	5042250	+	lncRNA	ENSG00000267072
chr16	5024844	5034141	-	protein_coding	NAGPA
chr16	5033702	5087379	+	protein_coding	ALG1
chr16	5044122	5066110	-	protein_coding	C16orf89
chr16	5078168	5078605	-	processed_pseudogene	ENSG00000260882
chr16	5084284	5097795	-	protein_coding	EEF2KMT
chr16	5098739	5142595	+	lncRNA	ENSG00000267070
chr16	5103339	5235822	+	lncRNA	ENSG00000285567
chr16	5110793	5148685	-	unprocessed_pseudogene	ENPP7P14
chr16	5207088	5207439	+	processed_pseudogene	ENSG00000260431
chr16	5215243	5220843	-	lncRNA	LINC02164
chr16	5239802	7713340	+	protein_coding	RBFOX1
chr16	5260686	5261043	-	processed_pseudogene	ENSG00000260817
chr16	5270174	5270954	+	processed_pseudogene	RPS3AP48
chr16	5289200	5289409	-	processed_pseudogene	SNRPCP20
chr16	5365797	5366688	+	processed_pseudogene	NPM1P3
chr16	5596856	5616373	-	lncRNA	LINC01570
chr16	5632467	5632566	+	miRNA	MIR8065
chr16	5838131	5838661	-	processed_pseudogene	ENSG00000270440
chr16	6037210	6038977	+	TEC	ENSG00000280000
chr16	6056975	6092954	+	lncRNA	ENSG00000257180
chr16	6380476	6395578	+	lncRNA	ENSG00000286635
chr16	6573767	6577359	+	lncRNA	ENSG00000260835
chr16	6703883	6705558	+	TEC	ENSG00000278975
chr16	6721786	6721960	+	processed_pseudogene	ENSG00000259963
chr16	6748908	6748969	+	snRNA	RNU7-99P
chr16	6873899	6874005	+	snRNA	RNU6-457P
chr16	7004007	7004112	-	snRNA	RNU6-328P
chr16	7054233	7057043	+	lncRNA	ENSG00000289107
chr16	7126293	7126639	-	processed_pseudogene	ENSG00000240419
chr16	7301605	7304662	-	lncRNA	ENSG00000287340
chr16	7431217	7431296	+	snoRNA	ENSG00000283584
chr16	7614230	7614992	-	lncRNA	ENSG00000261198
chr16	7726841	7726951	-	snoRNA	ENSG00000252138
chr16	7878799	8112756	-	lncRNA	ENSG00000260289
chr16	8276263	8295700	-	lncRNA	ENSG00000260003
chr16	8298492	8299772	+	lncRNA	LINC02152
chr16	8309962	8357860	+	lncRNA	ENSG00000260058
chr16	8369864	8376276	+	lncRNA	ENSG00000259819
chr16	8508069	8508585	+	processed_pseudogene	ENSG00000260379
chr16	8526549	8532013	-	lncRNA	ENSG00000261066
chr16	8537605	8590511	-	protein_coding	TMEM114
chr16	8615855	8618033	-	lncRNA	ENSG00000287522
chr16	8621683	8649654	+	protein_coding	METTL22
chr16	8666762	8667271	+	TEC	ENSG00000279357
chr16	8674596	8784575	+	protein_coding	ABAT
chr16	8683254	8683551	+	misc_RNA	RN7SL743P
chr16	8705456	8705517	-	snRNA	RNU7-63P
chr16	8731416	8731559	-	processed_pseudogene	ENSG00000260764
chr16	8780384	8797642	-	protein_coding	TMEM186
chr16	8788823	8862534	+	protein_coding	PMM2
chr16	8847650	8848724	-	lncRNA	ENSG00000260350
chr16	8852942	8869012	-	protein_coding	CARHSP1
chr16	8869251	8870032	+	lncRNA	CARHSP1-DT
chr16	8881634	8885351	+	protein_coding	LITAFD
chr16	8892097	8975328	-	protein_coding	USP7
chr16	8962706	8966990	+	lncRNA	USP7-AS1
chr16	9068554	9072412	+	lncRNA	ENSG00000261392
chr16	9091644	9121635	+	protein_coding	C16orf72
chr16	9104848	9113181	+	lncRNA	ENSG00000263244
chr16	9105834	9107174	-	lncRNA	ENSG00000260349
chr16	9156402	9156881	-	processed_pseudogene	RPL21P119
chr16	9355588	9408093	+	lncRNA	LINC02177
chr16	9365540	9518325	+	lncRNA	ENSG00000260071
chr16	9441294	9444985	-	lncRNA	LINC01177
chr16	9446010	9455505	-	lncRNA	LINC01195
chr16	9541970	9614899	+	lncRNA	ENSG00000283003
chr16	9564390	9564497	-	rRNA_pseudogene	RNA5SP403
chr16	9600097	9600228	+	rRNA_pseudogene	RNA5SP404
chr16	9666885	9676843	-	lncRNA	ENSG00000260362
chr16	9753404	10182928	-	protein_coding	GRIN2A
chr16	9794637	9805571	+	lncRNA	ENSG00000283221
chr16	9808856	9810726	+	lncRNA	ENSG00000287830
chr16	10033684	10037297	+	lncRNA	ENSG00000261810
chr16	10111382	10112885	+	processed_pseudogene	IMPDH1P11
chr16	10214784	10227581	-	lncRNA	ENSG00000285543
chr16	10221775	10222073	-	misc_RNA	RN7SL493P
chr16	10326434	10483638	+	protein_coding	ATF7IP2
chr16	10351440	10352752	-	lncRNA	ENSG00000260756
chr16	10392338	10393002	+	lncRNA	ENSG00000289023
chr16	10445309	10449747	-	TEC	ENSG00000279662
chr16	10496272	10496374	+	snRNA	RNU6-633P
chr16	10514842	10528202	-	lncRNA	LINC01290
chr16	10528422	10580632	-	protein_coding	EMP2
chr16	10529440	10532082	+	lncRNA	ENSG00000256013
chr16	10576499	10578183	-	lncRNA	ENSG00000260310
chr16	10627501	10694930	-	protein_coding	TEKT5
chr16	10691273	10692973	+	lncRNA	ENSG00000263279
chr16	10718633	10719762	-	unprocessed_pseudogene	MTCYBP33
chr16	10719833	10720015	+	unprocessed_pseudogene	MTND6P33
chr16	10720015	10721464	-	unprocessed_pseudogene	MTND5P33
chr16	10721698	10723068	-	unprocessed_pseudogene	MTND4P34
chr16	10723065	10723355	-	unprocessed_pseudogene	MTND4LP24
chr16	10723424	10723766	-	unprocessed_pseudogene	MTND3P13
chr16	10723836	10724617	-	unprocessed_pseudogene	MTCO3P24
chr16	10724620	10725296	-	unprocessed_pseudogene	MTATP6P24
chr16	10743306	10744096	-	lncRNA	ENSG00000289073
chr16	10743786	10769351	+	protein_coding	NUBP1
chr16	10760919	10818794	-	protein_coding	TVP23A
chr16	10840384	10841544	-	processed_pseudogene	ENSG00000262488
chr16	10864914	10888752	-	lncRNA	ENSG00000262151
chr16	10866222	10943021	+	protein_coding	CIITA
chr16	10928891	10942468	-	protein_coding	DEXI
chr16	10933903	10936280	+	TEC	ENSG00000280153
chr16	10944564	11182186	+	protein_coding	CLEC16A
chr16	11027024	11027763	+	processed_pseudogene	RPL7P46
chr16	11056556	11057034	+	lncRNA	ENSG00000274038
chr16	11066496	11071102	-	lncRNA	ENSG00000262020
chr16	11155298	11162818	-	lncRNA	ENSG00000287121
chr16	11196177	11224969	+	lncRNA	ENSG00000263033
chr16	11242653	11243552	+	processed_pseudogene	HNRNPCP4
chr16	11249619	11381662	+	protein_coding	RMI2
chr16	11254417	11256204	-	protein_coding	SOCS1
chr16	11267748	11269533	-	protein_coding	TNP2
chr16	11273199	11273629	-	protein_coding	PRM3
chr16	11274113	11274236	-	snoRNA	ENSG00000212228
chr16	11275639	11276480	-	protein_coding	PRM2
chr16	11280841	11281330	-	protein_coding	PRM1
chr16	11290569	11294906	+	lncRNA	ENSG00000287429
chr16	11306440	11306527	-	miRNA	MIR548H2
chr16	11315067	11315178	+	misc_RNA	Y_RNA
chr16	11341809	11345211	-	lncRNA	ENSG00000263080
chr16	11348143	11349321	-	lncRNA	ENSG00000262703
chr16	11359845	11527247	-	protein_coding	ENSG00000188897
chr16	11380859	11381118	-	processed_pseudogene	ENSG00000262636
chr16	11465260	11473174	+	lncRNA	ENSG00000262999
chr16	11547722	11636381	-	protein_coding	LITAF
chr16	11668455	11679152	+	protein_coding	SNN
chr16	11679083	11742857	-	protein_coding	TXNDC11
chr16	11741910	11744506	+	lncRNA	ENSG00000262420
chr16	11750586	11797258	-	protein_coding	ZC3H7A
chr16	11753666	11753948	-	misc_RNA	Metazoa_SRP
chr16	11797468	11798275	+	lncRNA	ENSG00000277369
chr16	11819829	11828845	-	lncRNA	BCAR4
chr16	11833850	11851580	-	protein_coding	RSL1D1
chr16	11851649	11895611	+	lncRNA	RSL1D1-DT
chr16	11868128	11916082	-	protein_coding	GSPT1
chr16	11881075	11882569	-	lncRNA	ENSG00000261560
chr16	11903923	11904137	-	processed_pseudogene	COX6CP1
chr16	11908208	11908916	+	lncRNA	ENSG00000261216
chr16	11926199	11926307	+	unprocessed_pseudogene	ENSG00000277458
chr16	11927259	11976643	-	protein_coding	NPIPB2
chr16	11965210	11968068	+	protein_coding	TNFRSF17
chr16	11968508	11968743	-	processed_pseudogene	UBL5P4
chr16	11976734	12574287	+	protein_coding	SNX29
chr16	11976851	11977850	-	lncRNA	ENSG00000260488
chr16	12081237	12081902	+	processed_pseudogene	RPS23P6
chr16	12086746	12090302	-	lncRNA	ENSG00000175604
chr16	12093627	12095307	-	lncRNA	ENSG00000261293
chr16	12297197	12297323	-	snoRNA	ENSG00000238685
chr16	12366982	12372582	-	lncRNA	ENSG00000261394
chr16	12372812	12373899	+	lncRNA	ENSG00000260723
chr16	12374355	12376032	+	TEC	ENSG00000278979
chr16	12545482	12546684	+	lncRNA	ENSG00000260601
chr16	12556353	12557694	-	lncRNA	ENSG00000259876
chr16	12560756	12611044	-	lncRNA	ENSG00000259899
chr16	12614451	12614852	+	lncRNA	ENSG00000274834
chr16	12659799	12803887	-	protein_coding	CPPED1
chr16	12720321	12720371	+	miRNA	MIR4718
chr16	12745873	12757835	+	lncRNA	ENSG00000260378
chr16	12759282	12761162	+	lncRNA	ENSG00000261158
chr16	12842487	12842610	-	snoRNA	ENSG00000199474
chr16	12881170	12881493	+	processed_pseudogene	RPL35AP34
chr16	12901598	13240416	+	protein_coding	SHISA9
chr16	13197606	13204907	-	lncRNA	ENSG00000262116
chr16	13246232	13563388	+	lncRNA	ENSG00000262801
chr16	13331368	13332583	-	lncRNA	ENSG00000262011
chr16	13458326	13458698	+	processed_pseudogene	TMF1P1
chr16	13728654	13779760	-	lncRNA	ENSG00000262267
chr16	13920138	13952348	+	protein_coding	ERCC4
chr16	13922332	13922679	-	processed_pseudogene	RPS26P52
chr16	13930677	13935635	-	lncRNA	ENSG00000262732
chr16	13953155	13954825	+	lncRNA	ENSG00000263234
chr16	14001198	14016056	-	lncRNA	LINC02185
chr16	14018880	14021077	-	lncRNA	LINC02186
chr16	14071319	14266773	+	protein_coding	MRTFB
chr16	14150833	14153235	+	lncRNA	ENSG00000276564
chr16	14191820	14200277	-	lncRNA	ENSG00000262529
chr16	14200357	14200979	+	processed_pseudogene	TVP23CP2
chr16	14275508	14275600	+	misc_RNA	Y_RNA
chr16	14301389	14331067	+	lncRNA	MIR193BHG
chr16	14303967	14304049	+	miRNA	MIR193B
chr16	14309285	14309371	+	miRNA	MIR365A
chr16	14363109	14370266	-	lncRNA	LINC02130
chr16	14407668	14418908	-	lncRNA	ENSG00000263257
chr16	14435700	14632728	-	protein_coding	PARN
chr16	14601823	14602094	-	misc_RNA	RN7SL274P
chr16	14632931	14669236	+	protein_coding	BFAR
chr16	14643788	14643849	+	snRNA	RNU7-125P
chr16	14672548	14694308	-	protein_coding	PLA2G10
chr16	14695567	14707055	-	lncRNA	ENSG00000261523
chr16	14703411	14726342	+	protein_coding	NPIPA3
chr16	14727282	14733347	-	unprocessed_pseudogene	ENSG00000254609
chr16	14734685	14746177	-	lncRNA	ENSG00000261695
chr16	14742533	14765462	+	protein_coding	NPIPA2
chr16	14766402	14770075	-	unprocessed_pseudogene	ENSG00000255037
chr16	14820792	14824702	-	transcribed_unprocessed_pseudogene	ABCC6P2
chr16	14833721	14896157	+	protein_coding	NOMO1
chr16	14862380	14862749	-	processed_pseudogene	ENSG00000270734
chr16	14901499	14902174	+	lncRNA	ENSG00000257264
chr16	14901508	14901591	+	miRNA	MIR3179-1
chr16	14907717	14907781	+	miRNA	MIR3670-1
chr16	14909887	14911345	-	lncRNA	ENSG00000258354
chr16	14911220	14911313	+	miRNA	MIR3180-1
chr16	14911551	14935708	+	transcribed_unprocessed_pseudogene	PKD1P3
chr16	14915457	14915556	-	misc_RNA	Y_RNA
chr16	14922802	14952060	+	protein_coding	NPIPA1
chr16	14925937	14926003	+	miRNA	MIR6511A1
chr16	14930820	14930879	+	miRNA	MIR6770-1
chr16	14953012	14953120	-	unprocessed_pseudogene	ENSG00000273804
chr16	14974591	15139339	+	protein_coding	PDXDC1
chr16	14988259	14990160	-	processed_pseudogene	ENSG00000261819
chr16	15010321	15010397	-	miRNA	MIR1972-1
chr16	15015828	15016390	-	lncRNA	ENSG00000275910
chr16	15037854	15056079	-	protein_coding	NTAN1
chr16	15060033	15094311	-	protein_coding	RRN3
chr16	15094411	15109197	+	transcribed_processed_pseudogene	ENSG00000260735
chr16	15104312	15123498	-	transcribed_unprocessed_pseudogene	NPIPP1
chr16	15104723	15131601	-	lncRNA	ENSG00000270580
chr16	15125242	15154564	-	transcribed_unprocessed_pseudogene	PKD1P6
chr16	15134075	15134145	-	miRNA	MIR6511B2
chr16	15150697	15150796	+	misc_RNA	Y_RNA
chr16	15154850	15155002	-	miRNA	MIR3180-4
chr16	15154903	15157020	+	lncRNA	ENSG00000257391
chr16	15358978	15362674	+	unprocessed_pseudogene	ENSG00000277770
chr16	15363628	15381047	-	protein_coding	NPIPA5
chr16	15395754	15413271	+	protein_coding	MPV17L
chr16	15395754	15515348	+	protein_coding	ENSG00000261130
chr16	15434475	15625028	+	protein_coding	BMERB1
chr16	15594387	15643154	-	protein_coding	MARF1
chr16	15608474	15610563	+	lncRNA	ENSG00000257769
chr16	15611030	15611095	-	miRNA	MIR6506
chr16	15643267	15734691	+	protein_coding	NDE1
chr16	15643294	15643372	+	miRNA	MIR484
chr16	15683290	15684570	+	lncRNA	ENSG00000262380
chr16	15701237	15702118	+	lncRNA	ENSG00000280206
chr16	15703135	15857028	-	protein_coding	MYH11
chr16	15726674	15732993	+	lncRNA	ENSG00000263335
chr16	15741151	15741791	+	lncRNA	ENSG00000263065
chr16	15790975	15792717	-	TEC	ENSG00000280429
chr16	15865719	15888625	-	protein_coding	CEP20
chr16	15877163	15877266	-	snRNA	RNU6-213P
chr16	15885029	15886158	+	lncRNA	ENSG00000262171
chr16	15931697	15932294	-	processed_pseudogene	RPL15P20
chr16	15949138	16143257	+	protein_coding	ABCC1
chr16	16094192	16095209	-	processed_pseudogene	RPL17P40
chr16	16149565	16223522	-	protein_coding	ABCC6
chr16	16223027	16224261	+	lncRNA	ENSG00000262332
chr16	16232506	16300806	+	protein_coding	NOMO3
chr16	16260866	16261235	-	processed_pseudogene	ENSG00000263029
chr16	16290135	16292242	-	lncRNA	ENSG00000262848
chr16	16300159	16300242	+	miRNA	MIR3179-2
chr16	16306370	16306434	+	miRNA	MIR3670-2
chr16	16308542	16310000	-	lncRNA	ENSG00000257366
chr16	16309879	16309966	+	miRNA	MIR3180-2
chr16	16310341	16334190	+	unprocessed_pseudogene	PKD1P1
chr16	16314112	16314211	-	misc_RNA	Y_RNA
chr16	16317444	16350590	+	protein_coding	ENSG00000183889
chr16	16324588	16324654	+	miRNA	MIR6511A2
chr16	16329305	16329364	+	miRNA	MIR6770-2
chr16	16351545	16351653	-	unprocessed_pseudogene	ENSG00000277920
chr16	16356224	16377507	+	unprocessed_pseudogene	PKD1P2
chr16	16368876	16368942	+	miRNA	MIR6511A3
chr16	16379055	16393954	+	protein_coding	NPIPA7
chr16	16394912	16398594	-	unprocessed_pseudogene	ENSG00000261181
chr16	16499533	16664135	+	lncRNA	ENSG00000260126
chr16	16541217	16541847	-	processed_pseudogene	ENSG00000261362
chr16	16612378	16633991	+	lncRNA	ENSG00000287905
chr16	16760905	16762465	+	TEC	ENSG00000279729
chr16	16952502	16953468	-	processed_pseudogene	ENSG00000261748
chr16	17082295	17085049	-	TEC	ENSG00000279490
chr16	17094351	17094927	-	unprocessed_pseudogene	TCERG1P2
chr16	17096202	17096421	-	processed_pseudogene	ENSG00000260405
chr16	17101769	17470960	-	protein_coding	XYLT1
chr16	17134504	17138736	+	lncRNA	ENSG00000261448
chr16	17192863	17194232	-	TEC	ENSG00000279410
chr16	17227023	17228000	-	TEC	ENSG00000279415
chr16	17249674	17251395	-	TEC	ENSG00000279620
chr16	17405678	17408073	+	lncRNA	ENSG00000286849
chr16	17445825	17446380	-	lncRNA	ENSG00000275927
chr16	17453470	17456236	+	lncRNA	ENSG00000285850
chr16	17540331	17540985	-	lncRNA	ENSG00000260945
chr16	17825252	17826906	+	lncRNA	ENSG00000261555
chr16	17932720	17933275	+	processed_pseudogene	RPL7P47
chr16	17933189	18151595	-	lncRNA	ENSG00000259929
chr16	17961597	17962370	+	TEC	ENSG00000280283
chr16	18002806	18173063	-	lncRNA	ENSG00000260242
chr16	18170356	18170959	+	processed_pseudogene	ENSG00000260933
chr16	18201501	18201956	+	TEC	ENSG00000278994
chr16	18313294	18316984	+	unprocessed_pseudogene	ENSG00000276484
chr16	18317942	18336736	-	protein_coding	NPIPA8
chr16	18318008	18344283	-	lncRNA	ENSG00000285628
chr16	18334400	18352476	-	transcribed_unprocessed_pseudogene	PKD1P4
chr16	18344013	18344079	-	miRNA	MIR6511A4
chr16	18357026	18357136	+	unprocessed_pseudogene	ENSG00000277647
chr16	18358086	18379331	-	protein_coding	NPIPA9
chr16	18374521	18401940	-	transcribed_unprocessed_pseudogene	PKD1P5
chr16	18379351	18379410	-	miRNA	MIR6770-3
chr16	18397937	18398036	+	misc_RNA	Y_RNA
chr16	18402146	18403604	+	lncRNA	ENSG00000257563
chr16	18402178	18402271	-	miRNA	MIR3180-3
chr16	18405698	18405762	-	miRNA	MIR3670-3
chr16	18411309	18411851	-	lncRNA	ENSG00000257527
chr16	18411894	18411977	-	miRNA	MIR3179-3
chr16	18417325	18562211	-	protein_coding	NOMO2
chr16	18488301	18488365	-	miRNA	MIR3670-4
chr16	18494493	18494576	-	miRNA	MIR3179-4
chr16	18533418	18533817	+	processed_pseudogene	ENSG00000262974
chr16	18570448	18571683	-	lncRNA	ENSG00000260550
chr16	18571162	18598328	+	transcribed_unprocessed_pseudogene	ABCC6P1
chr16	18781295	18790383	-	protein_coding	RPS15A
chr16	18788063	18801519	-	protein_coding	ENSG00000260342
chr16	18791669	18801572	-	protein_coding	ARL6IP1
chr16	18803083	18812181	+	lncRNA	ENSG00000260017
chr16	18804860	18926408	-	protein_coding	SMG1
chr16	18926863	18937043	+	lncRNA	SMG1-DT
chr16	18983934	19063942	+	protein_coding	TMC7
chr16	19012157	19012263	+	snRNA	RNU6-1340P
chr16	19062144	19067691	-	lncRNA	COQ7-DT
chr16	19065991	19066694	+	lncRNA	ENSG00000261357
chr16	19067614	19080095	+	protein_coding	COQ7
chr16	19086831	19098332	+	lncRNA	ENSG00000260430
chr16	19111035	19111484	-	lncRNA	ENSG00000278389
chr16	19113932	19121629	+	protein_coding	ITPRIPL2
chr16	19114002	19173578	+	lncRNA	ENSG00000261427
chr16	19119976	19121629	-	lncRNA	ENSG00000261759
chr16	19167971	19268332	+	protein_coding	SYT17
chr16	19180748	19184060	-	lncRNA	ENSG00000286790
chr16	19285731	19322145	+	protein_coding	CLEC19A
chr16	19315164	19316526	+	lncRNA	ENSG00000259871
chr16	19334011	19337804	+	lncRNA	LINC02858
chr16	19343647	19401693	-	lncRNA	ENSG00000259925
chr16	19392213	19393468	-	TEC	ENSG00000280265
chr16	19410496	19499113	+	protein_coding	TMC5
chr16	19410729	19411662	-	lncRNA	ENSG00000260681
chr16	19476916	19487964	-	lncRNA	ENSG00000260592
chr16	19498610	19498747	+	snRNA	RNU4-46P
chr16	19501689	19502286	+	lncRNA	ENSG00000260934
chr16	19501693	19522123	-	protein_coding	GDE1
chr16	19503861	19504625	+	TEC	ENSG00000279747
chr16	19523811	19553408	+	protein_coding	CCP110
chr16	19555240	19706793	+	protein_coding	VPS35L
chr16	19694035	19694428	-	lncRNA	ENSG00000276571
chr16	19701937	19718235	-	protein_coding	KNOP1
chr16	19706351	19715383	+	lncRNA	ENSG00000261312
chr16	19716456	19858467	+	protein_coding	IQCK
chr16	19760761	19766099	-	lncRNA	ENSG00000261195
chr16	19819504	19819628	-	processed_pseudogene	LARP7P2
chr16	19856691	19886167	-	protein_coding	GPRC5B
chr16	20028239	20073890	-	protein_coding	GPR139
chr16	20155648	20158391	+	processed_pseudogene	ENSG00000277211
chr16	20208925	20209525	+	lncRNA	ENSG00000263253
chr16	20238972	20239247	-	processed_pseudogene	SNRPEP3
chr16	20309574	20327808	-	protein_coding	GP2
chr16	20333051	20356301	-	protein_coding	UMOD
chr16	20359175	20404737	-	protein_coding	PDILT
chr16	20385957	20391164	+	lncRNA	ENSG00000263237
chr16	20409534	20441336	+	protein_coding	ACSM5
chr16	20440266	20447000	-	lncRNA	ENSG00000262995
chr16	20451461	20487669	+	protein_coding	ACSM2A
chr16	20487702	20489659	+	TEC	ENSG00000280306
chr16	20536226	20576427	-	protein_coding	ACSM2B
chr16	20580999	20586640	+	lncRNA	ENSG00000260201
chr16	20586550	20607107	-	unprocessed_pseudogene	ACSM5P1
chr16	20610243	20797581	+	protein_coding	ACSM3
chr16	20616409	20616532	-	unprocessed_pseudogene	ENSG00000275315
chr16	20618205	20620758	-	unprocessed_pseudogene	ENSG00000274730
chr16	20623235	20698890	-	protein_coding	ACSM1
chr16	20702816	20742084	-	protein_coding	THUMPD1
chr16	20711473	20732990	+	unprocessed_pseudogene	ENSG00000283399
chr16	20720994	20722281	-	transcribed_unprocessed_pseudogene	ENSG00000285303
chr16	20743663	20766620	-	lncRNA	ENSG00000260510
chr16	20780193	20900349	-	protein_coding	ERI2
chr16	20784509	20784615	+	snRNA	RNU6-944P
chr16	20806429	20849665	+	protein_coding	REXO5
chr16	20823443	20823537	+	snRNA	ENSG00000275908
chr16	20854925	20900358	-	protein_coding	DCUN1D3
chr16	20899868	20925006	+	protein_coding	LYRM1
chr16	20933111	21159441	-	protein_coding	DNAH3
chr16	21116439	21121291	+	lncRNA	ENSG00000289640
chr16	21120758	21130108	+	lncRNA	ENSG00000263331
chr16	21158377	21180616	+	protein_coding	LDAF1
chr16	21194847	21205977	+	lncRNA	ENSG00000262983
chr16	21197450	21214510	-	protein_coding	ZP2
chr16	21233699	21253850	+	protein_coding	ANKS4B
chr16	21238874	21303083	-	protein_coding	CRYM
chr16	21299903	21300506	+	unitary_pseudogene	ENSG00000283421
chr16	21300849	21339037	+	transcribed_unitary_pseudogene	CRYM-AS1
chr16	21347139	21352138	+	unprocessed_pseudogene	ENSG00000257403
