Gene Symbol	Gene ID	Cytoband	P2_LG	P6_LG	P7_LG	P8_LG	P1_LG	P4_LG	P5_LG	P9_LG	P8_2_LG
F2RL3	9002	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
HAUS8	93323	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MYO9B	4650	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
USE1	55850	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
NR2F6	2063	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
OCEL1	79629	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
USHBP1	83878	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
BABAM1	29086	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
ANKLE1	126549	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
ABHD8	79575	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
DDA1	79016	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MRPL34	64981	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
ANO8	57719	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
GTPBP3	84705	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
PLVAP	83483	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
BST2	684	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
BISPR	105221694	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MVB12A	93343	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
TMEM221	100130519	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
NXNL1	115861	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
SLC27A1	376497	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
PGLS	25796	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
FAM129C	199786	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
COLGALT1	79709	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
UNC13A	23025	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MAP1S	55201	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
FCHO1	23149	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
B3GNT3	10331	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
INSL3	3640	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
JAK3	3718	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
RPL18A	6142	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
SLC5A5	6528	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
SNORA68	26780	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
CCDC124	115098	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
KCNN1	3780	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
ARRDC2	27106	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
IL12RB1	3594	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MAST3	23031	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
PIK3R2	5296	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
IFI30	10437	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MPV17L2	84769	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
RAB3A	5864	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
LOC102725254	102725254	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
PDE4C	5143	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
LOC729966	729966	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
KIAA1683	80726	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
JUND	3727	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MIR3188	100422833	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
LSM4	25804	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
PGPEP1	54858	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
GDF15	9518	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
LRRC25	126364	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
MIR3189	100422943	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
SSBP4	170463	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
ISYNA1	51477	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
ELL	8178	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
FKBP8	23770	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
KXD1	79036	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
UBA52	7311	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
C19orf60	55049	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
CRLF1	9244	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
TMEM59L	25789	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
KLHL26	55295	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
CRTC1	23373	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
COMP	1311	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
UPF1	5976	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
CERS1	10715	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
COPE	11316	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
DDX49	54555	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.064	-0.323	-0.388
HOMER3	9454	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
LOC102724360	102724360	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
SUGP2	10147	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ARMC6	93436	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
SLC25A42	284439	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
TMEM161A	54929	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
BORCS8-MEF2B	4207	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
MEF2B	100271849	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
BORCS8	729991	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
RFXANK	8625	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
NR2C2AP	126382	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
NCAN	1463	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
HAPLN4	404037	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
TM6SF2	53345	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
SUGP1	57794	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
MAU2	23383	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
GATAD2A	54815	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
MIR640	693225	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
NDUFA13	51079	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
TSSK6	83983	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
CILP2	148113	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
YJEFN3	374887	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
PBX4	80714	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
LPAR2	9170	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
GMIP	51291	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ATP13A1	57130	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF101	94039	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF14	7561	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
LINC00663	284440	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF506	440515	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF253	56242	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF93	81931	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF682	91120	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF90	7643	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF486	90649	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
MIR1270	100302179	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF826P	664701	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
hsa-mir-1270-1	-740	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF737	100129842	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF626	199777	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF85	7639	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF430	80264	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF714	148206	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF431	170959	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF708	7562	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF738	148203	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF493	284443	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
LINC00664	400680	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF429	353088	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF100	163227	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
LOC641367	641367	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF43	7594	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.284	-0.323	-0.388
ZNF208	7757	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.179	-0.323	-0.388
ZNF257	113835	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
ZNF676	163223	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
ZNF729	100287226	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
ZNF98	148198	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
LOC101929124	101929124	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
LINC01233	100128139	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
GOLGA2P9	440518	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
LOC100996349	100996349	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
LOC374890	374890	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
ZNF492	57615	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
ZNF99	7652	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
ZNF728	388523	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
LOC101929164	101929164	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
LOC101929144	101929144	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.295	-0.323	-0.388
ZNF730	100129543	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	-0.112	-0.323	-0.388
ZNF724	440519	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
IPO5P1	100132815	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
ZNF91	7644	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
LINC01224	104472717	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
ZNF675	171392	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
ZNF681	148213	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
RPSAP58	388524	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
ZNF726	730087	19p12	0.231	-0.087	0.392	0.084	0.159	0.091	0.253	-0.323	-0.388
HAVCR1P1	100101266	19p12	0.196	-0.071	0.296	0.032	0.127	0.086	-0.012	-0.099	-0.145
LINC00662	148189	19q11	0.196	-0.071	0.296	0.032	0.127	0.086	-0.012	-0.099	-0.145
LOC101927151	101927151	19q11	0.196	-0.071	0.296	0.032	0.127	0.086	-0.012	-0.099	-0.145
ZNF254	9534	19p12	0.196	-0.071	0.296	0.032	0.127	0.086	-0.012	-0.099	-0.145
LOC100420587	100420587	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
LOC102724908	102724908	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
LINC00906	148145	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
LOC102724958	102724958	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
LINC01532	100505835	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
UQCRFS1	7386	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
LOC284395	284395	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
VSTM2B	342865	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.278	0.124	0.098
POP4	10775	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	0.480	-0.156	-0.479
PLEKHF1	79156	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	0.480	-0.436	-0.479
C19orf12	83636	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	0.480	-0.436	-0.479
CCNE1	898	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	0.480	-0.436	-0.479
URI1	8725	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	0.358	-0.264	-0.114
ZNF536	9745	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.434	0.210	0.129
TSHZ3	57616	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.434	0.210	0.129
THEG5	100507527	19q12	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.434	0.210	0.129
LINC01533	100996665	19q13.11	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.434	0.210	0.129
LOC101927411	101927411	19q13.11	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.434	0.210	0.129
ZNF507	22847	19q13.11	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.028	-0.241	-0.089
LOC400684	400684	19q13.11	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.028	-0.241	-0.252
DPY19L3	147991	19q13.11	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.028	-0.241	-0.289
PDCD5	9141	19q13.11	0.160	-0.055	0.201	-0.020	0.095	0.082	-0.028	-0.241	-0.386
ANKRD27	84079	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.477	-0.572
RGS9BP	388531	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
NUDT19	390916	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
TDRD12	91646	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
SLC7A9	11136	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
CEP89	84902	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
FAAP24	91442	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
RHPN2	85415	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
GPATCH1	55094	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.525	-0.665
WDR88	126248	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	-0.371	-0.665
LRP3	4037	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	0.090	-0.398
SLC7A10	56301	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	0.090	0.002
CEBPA	1050	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	0.090	0.002
CEBPA-AS1	80054	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	0.090	0.002
CEBPG	1054	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.028	0.090	0.002
PEPD	5184	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.454	0.090	0.002
CHST8	64377	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.511	0.090	0.002
KCTD15	79047	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	-0.511	-0.180	-0.117
LSM14A	26065	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	0.433	-0.381	-0.415
KIAA0355	9710	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	0.433	-0.381	-0.415
GPI	2821	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	0.433	-0.381	-0.439
PDCD2L	84306	19q13.11	0.160	-0.055	0.201	0.265	0.095	0.082	0.433	-0.381	-0.510
UBA2	10054	19q13.11	0.160	-0.055	0.201	0.216	0.095	0.082	0.028	-0.381	-0.510
WTIP	126374	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.305	-0.329
SCGB1B2P	643719	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	-0.194
SCGB2B2	284402	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	-0.194
SCGB2B3P	100130342	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	-0.194
ZNF302	55900	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	0.078
ZNF181	339318	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	0.350
ZNF599	148103	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	0.350
LOC400685	400685	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	-0.160
LINC00904	100652909	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	-0.160
ZNF30-AS1	102723513	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	-0.160
ZNF30	90075	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	-0.175	-0.113	-0.160
ZNF792	126375	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
GRAMD1A	57655	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
SCN1B	6324	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
HPN	3249	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
HPN-AS1	100128675	19q13.11	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
FXYD3	5349	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
LGI4	163175	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
MIR6887	102466205	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
FXYD1	5348	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
FXYD7	53822	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
FXYD5	53827	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
FAM187B	148109	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.182	-0.113	-0.160
LSR	51599	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.868	-0.113	-0.160
USF2	7392	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.868	-0.113	-0.160
HAMP	57817	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.868	-0.113	-0.160
MAG	4099	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.868	-0.113	-0.160
CD22	933	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.556	-0.113	-0.160
FFAR1	2864	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
MIR5196	100847070	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
FFAR3	2865	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
LINC01531	100128682	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
FFAR2	2867	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
KRTDAP	388533	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
DMKN	93099	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
SBSN	374897	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
GAPDHS	26330	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
TMEM147-AS1	100506469	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
ATP4A	495	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.232	-0.160
TMEM147	10430	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.113	-0.160
LOC102723617	102723617	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.160
HAUS5	23354	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.354
RBM42	79171	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.548
ETV2	2116	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.548
COX6B1	1340	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.548
UPK1A-AS1	100862728	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.548
UPK1A	11045	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.548
ZBTB32	27033	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.410	-0.548
KMT2B	9757	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.215	-0.214
IGFLR1	79713	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	0.046	-0.081
LIN37	55957	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	0.046	-0.081
PSENEN	55851	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	0.046	-0.081
U2AF1L4	199746	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	0.046	-0.081
HSPB6	126393	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	0.046	-0.081
PROSER3	148137	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	0.046	-0.081
ARHGAP33	115703	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.092	-0.348
LINC01529	644050	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.369	-0.481
PRODH2	58510	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.369	-0.481
NPHS1	4868	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.369	-0.481
KIRREL2	84063	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.369	-0.481
APLP1	333	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.369	-0.481
NFKBID	84807	19q13.12	0.160	-0.055	0.201	0.047	0.095	0.082	0.089	-0.369	-0.481
