chromosome	start	end	strand	gene_name	gene_type
chr18	5237826	5290608	+	LINC00667	lncRNA
chr18	5240255	5241167	-	ENSG00000265188	processed_pseudogene
chr18	5289019	5297053	-	ZBTB14	protein_coding
chr18	5310396	5317664	+	ENSG00000264254	lncRNA
chr18	5381641	5385330	-	ENSG00000266288	lncRNA
chr18	5392381	5630700	-	EPB41L3	protein_coding
chr18	5463627	5480975	+	ENSG00000265316	lncRNA
chr18	5567130	5570942	+	ENSG00000264000	lncRNA
chr18	5721812	5876328	+	MIR3976HG	lncRNA
chr18	5840695	5840833	+	MIR3976	miRNA
chr18	5882072	5895955	-	TMEM200C	protein_coding
chr18	5887487	5989369	+	ENSG00000264449	lncRNA
chr18	5895745	6108382	+	ENSG00000266846	lncRNA
chr18	5954706	6415237	-	L3MBTL4	protein_coding
chr18	5956101	5960785	+	ENSG00000265487	lncRNA
chr18	6017723	6017839	-	RNU5F-3P	snRNA
chr18	6256747	6260934	+	L3MBTL4-AS1	lncRNA
chr18	6374361	6374425	-	MIR4317	miRNA
chr18	6394847	6398020	-	ENSG00000279885	TEC
chr18	6454962	6455068	+	RNU6-349P	snRNA
chr18	6462144	6463030	-	RPL6P27	transcribed_processed_pseudogene
chr18	6493420	6495668	+	ENSG00000266065	lncRNA
chr18	6511416	6590653	+	LINC01387	lncRNA
chr18	6557822	6568912	+	ENSG00000265174	lncRNA
chr18	6601540	6601836	+	RN7SL282P	misc_RNA
chr18	6641971	6642478	-	ENSG00000261627	lncRNA
chr18	6727053	6728981	+	ENSG00000279479	TEC
chr18	6728821	6729862	-	ARHGAP28-AS1	lncRNA
chr18	6729716	6915716	+	ARHGAP28	protein_coding
chr18	6784614	6796503	-	ENSG00000287834	lncRNA
chr18	6873399	6875024	-	ENSG00000263797	lncRNA
chr18	6919496	6929966	-	LINC00668	lncRNA
chr18	6926944	6928210	+	SCML2P1	processed_pseudogene
chr18	6936912	6937020	-	RNU6-916P	snRNA
chr18	6941742	7117797	-	LAMA1	protein_coding
chr18	6954677	6957419	+	ENSG00000265069	lncRNA
chr18	7076817	7080123	+	ENSG00000264475	lncRNA
chr18	7134931	7135819	+	SLC25A51P2	processed_pseudogene
chr18	7231089	7232044	+	LRRC30	protein_coding
chr18	7301020	7301153	-	ENSG00000212626	snoRNA
chr18	7455844	7461135	-	ENSG00000286126	lncRNA
chr18	7566782	8406861	+	PTPRM	protein_coding
chr18	7741310	7754831	-	ENSG00000266767	lncRNA
chr18	7814118	7815730	+	ENSG00000264596	lncRNA
chr18	7995570	7995785	+	U3	snoRNA
chr18	8012257	8016565	-	ENSG00000286627	lncRNA
chr18	8133203	8136032	-	ENSG00000286649	lncRNA
chr18	8154558	8155070	+	ENSG00000273368	lncRNA
chr18	8360820	8367034	-	ENSG00000266149	lncRNA
chr18	8402847	8405161	+	ENSG00000265413	lncRNA
chr18	8406761	8406953	-	ENSG00000263970	lncRNA
chr18	8412129	8414304	+	COP1P1	processed_pseudogene
chr18	8471831	8472128	+	RN7SL50P	misc_RNA
chr18	8486997	8513849	+	THEMIS3P	unitary_pseudogene
chr18	8545635	8546817	+	AKR1B1P6	processed_pseudogene
chr18	8609437	8639383	+	RAB12	protein_coding
chr18	8635179	8636347	-	ENSG00000266708	lncRNA
chr18	8688022	8688410	-	TOMM20P3	processed_pseudogene
chr18	8695856	8707699	-	GACAT2	lncRNA
chr18	8705556	8832778	+	MTCL1	protein_coding
chr18	8720034	8720132	-	Y_RNA	misc_RNA
chr18	8801656	8802305	+	ENSG00000272788	lncRNA
chr18	8913999	8919414	+	ENSG00000287719	lncRNA
chr18	8971624	8974580	+	ENSG00000286765	lncRNA
chr18	9020029	9020764	+	RPS4XP19	processed_pseudogene
chr18	9102011	9102492	-	ENSG00000288939	lncRNA
chr18	9102630	9134345	+	NDUFV2	protein_coding
chr18	9102736	9254346	+	ENSG00000265257	lncRNA
chr18	9112404	9115877	-	ENSG00000263847	lncRNA
chr18	9121179	9136645	-	NDUFV2-AS1	lncRNA
chr18	9136228	9285985	+	ANKRD12	protein_coding
chr18	9249649	9249746	-	Y_RNA	misc_RNA
chr18	9250110	9250211	+	Y_RNA	misc_RNA
chr18	9259388	9260390	+	ENSG00000273284	lncRNA
chr18	9310522	9334445	-	TWSG1-DT	lncRNA
chr18	9334767	9402420	+	TWSG1	protein_coding
chr18	9335269	9336242	+	ENSG00000287509	lncRNA
chr18	9473421	9474006	-	ENSG00000273335	lncRNA
chr18	9475009	9538114	+	RALBP1	protein_coding
chr18	9506242	9509726	+	ENSG00000266805	lncRNA
chr18	9518119	9518260	-	RNU2-27P	snRNA
chr18	9546791	9615240	-	PPP4R1	protein_coding
chr18	9587386	9590182	+	ENSG00000266541	lncRNA
chr18	9615264	9619363	+	PPP4R1-AS1	lncRNA
chr18	9617964	9618072	-	RNU6-903P	snRNA
chr18	9646110	9648502	+	LINC02856	lncRNA
chr18	9678248	9679493	-	KRT18P8	processed_pseudogene
chr18	9708275	9862551	+	RAB31	protein_coding
chr18	9734882	9735602	-	ENSG00000266891	processed_pseudogene
chr18	9785108	9787805	+	ZNF415P1	processed_pseudogene
chr18	9830330	9830627	-	RN7SL862P	misc_RNA
chr18	9840340	9841559	-	ENSG00000285653	lncRNA
chr18	9844717	9844846	-	RNA5SP449	rRNA_pseudogene
chr18	9880580	9880886	-	PIGPP4	processed_pseudogene
chr18	9885766	9889275	+	TXNDC2	protein_coding
chr18	9912316	9912849	-	ENSG00000272799	lncRNA
chr18	9914016	9960021	+	VAPA	protein_coding
chr18	9923920	9924021	+	RNA5SP450	rRNA_pseudogene
chr18	10085838	10144406	+	ENSG00000265554	lncRNA
chr18	10297299	10323565	+	ENSG00000287065	lncRNA
chr18	10321380	10372387	-	ENSG00000264876	lncRNA
chr18	10375103	10378114	+	ENSG00000266102	lncRNA
chr18	10380423	10390344	+	ENSG00000286499	lncRNA
chr18	10405133	10414515	-	LINC01254	lncRNA
chr18	10406558	10422360	+	ENSG00000287563	lncRNA
chr18	10454635	10489949	+	APCDD1	protein_coding
chr18	10525905	10552764	+	NAPG	protein_coding
chr18	10594590	10604798	+	ENSG00000265728	lncRNA
chr18	10612304	10626353	-	LINC01887	lncRNA
chr18	10622123	10622267	-	ENSG00000264503	processed_pseudogene
chr18	10623876	10624305	-	MIX23P1	processed_pseudogene
chr18	10627646	10628846	-	ENSG00000264072	lncRNA
chr18	10632238	10632396	+	ENSG00000266470	unprocessed_pseudogene
chr18	10636670	10637399	+	PMM2P1	processed_pseudogene
chr18	10661933	10666887	+	ENSG00000260779	lncRNA
chr18	10666483	11149569	-	PIEZO2	protein_coding
chr18	10704297	10709599	+	ENSG00000264843	lncRNA
chr18	10724619	10728539	+	KIAA0895LP1	transcribed_processed_pseudogene
chr18	10759584	10759649	-	MIR6788	miRNA
chr18	10893617	10908783	+	ENSG00000263952	lncRNA
chr18	11326270	11328832	+	ENSG00000263682	unprocessed_pseudogene
chr18	11366913	11378409	-	ENSG00000267051	lncRNA
chr18	11390033	11390729	-	ENSG00000273119	lncRNA
chr18	11447756	11489369	-	ENSG00000267564	lncRNA
chr18	11454478	11465996	+	LINC01928	lncRNA
chr18	11486205	11523087	+	LINC01255	lncRNA
chr18	11552366	11552847	+	ENSG00000267371	processed_pseudogene
chr18	11609596	11610612	+	SLC35G4	protein_coding
chr18	11618208	11618315	+	ENSG00000267794	processed_pseudogene
chr18	11619509	11639699	-	NPIPB1P	transcribed_unprocessed_pseudogene
chr18	11620717	11621158	-	ENSG00000267143	lncRNA
chr18	11644336	11644824	+	ENSG00000267773	unprocessed_pseudogene
chr18	11654885	11654941	-	MIR7153	miRNA
chr18	11666456	11670165	-	ENSG00000260759	lncRNA
chr18	11689264	11885685	+	GNAL	protein_coding
chr18	11745626	11747581	+	ASNSP6	processed_pseudogene
chr18	11758977	11786181	-	ENSG00000286812	lncRNA
chr18	11810406	11811484	-	ENSG00000267455	lncRNA
chr18	11851413	11854444	+	CHMP1B	protein_coding
chr18	11851414	11852751	-	CHMP1B-AS1	lncRNA
chr18	11857155	11857554	-	ENSG00000272703	lncRNA
chr18	11882622	11908366	-	MPPE1	protein_coding
chr18	11908712	11909223	+	ENSG00000273141	lncRNA
chr18	11910634	11914344	-	ENSG00000267079	lncRNA
chr18	11928838	11929476	+	ENSG00000267661	processed_pseudogene
chr18	11981025	12030877	+	IMPA2	protein_coding
chr18	11993988	11994938	-	ENSG00000266955	lncRNA
chr18	12031178	12032181	-	ENSG00000267480	lncRNA
chr18	12040101	12040300	-	ENSG00000266995	processed_pseudogene
chr18	12050309	12050672	-	ENSG00000267292	processed_pseudogene
chr18	12056676	12057822	-	ENSG00000212712	processed_pseudogene
chr18	12067173	12068417	-	ENSG00000267533	processed_pseudogene
chr18	12073232	12076654	-	ENSG00000256616	transcribed_processed_pseudogene
chr18	12081540	12085267	+	ENSG00000267722	lncRNA
chr18	12091674	12093141	-	ENSG00000267478	processed_pseudogene
chr18	12093843	12129764	+	ANKRD62	protein_coding
chr18	12098427	12098532	+	RNU6-324P	snRNA
chr18	12101997	12102470	-	SDHDP1	processed_pseudogene
chr18	12192203	12192934	-	PMM2P2	processed_pseudogene
chr18	12199345	12200089	+	ENSG00000279285	TEC
chr18	12200779	12201979	+	ENSG00000267643	lncRNA
chr18	12201982	12223539	+	ENSG00000267733	transcribed_processed_pseudogene
chr18	12211378	12211807	+	MIX23P3	processed_pseudogene
chr18	12230411	12231573	-	ENSG00000267247	lncRNA
chr18	12246589	12247055	+	PPIAP56	processed_pseudogene
chr18	12254361	12277595	+	CIDEA	protein_coding
chr18	12277737	12279162	-	ENSG00000289550	lncRNA
chr18	12279427	12282739	+	ENSG00000280302	TEC
chr18	12288263	12291594	+	ENSG00000267069	lncRNA
chr18	12304091	12304194	-	RNU6-170P	snRNA
chr18	12307669	12344320	+	TUBB6	protein_coding
chr18	12328944	12377227	-	AFG3L2	protein_coding
chr18	12400412	12400473	+	RNU7-129P	snRNA
chr18	12407896	12432238	+	PRELID3A	protein_coding
chr18	12432897	12437635	+	ENSG00000267108	lncRNA
chr18	12438890	12448205	+	ENSG00000267199	lncRNA
chr18	12446512	12658107	-	SPIRE1	protein_coding
chr18	12450447	12451042	+	ENSG00000267515	processed_pseudogene
chr18	12658043	12725740	+	PSMG2	protein_coding
chr18	12661833	12702777	-	CEP76	protein_coding
chr18	12670426	12671145	-	ENSG00000267249	lncRNA
chr18	12738965	12750068	-	ENSG00000266961	lncRNA
chr18	12739490	12776140	-	LINC01882	lncRNA
chr18	12760717	12760818	+	Y_RNA	misc_RNA
chr18	12785478	12929643	-	PTPN2	protein_coding
chr18	12911186	12912023	+	STK25P1	processed_pseudogene
chr18	12912844	12913906	+	EIF4A2P1	processed_pseudogene
chr18	12947133	12987536	+	SEH1L	protein_coding
chr18	12984694	12991173	-	CEP192-DT	lncRNA
chr18	12991362	13125052	+	CEP192	protein_coding
chr18	13139780	13140489	-	ENSG00000267656	processed_pseudogene
chr18	13151637	13152689	-	ENSG00000267032	processed_pseudogene
chr18	13183402	13185617	-	ENSG00000267286	lncRNA
chr18	13203774	13216367	-	ENSG00000267239	lncRNA
chr18	13217498	13652755	+	LDLRAD4	protein_coding
chr18	13234945	13236470	-	ENSG00000267177	lncRNA
chr18	13239543	13242076	+	C18orf15	TEC
chr18	13276427	13277155	-	ENSG00000286926	lncRNA
chr18	13279415	13280110	-	ENSG00000279275	TEC
chr18	13362203	13366243	-	ENSG00000267393	lncRNA
chr18	13419421	13427480	-	LDLRAD4-AS1	lncRNA
chr18	13459947	13460026	+	MIR5190	miRNA
chr18	13461020	13470823	-	ENSG00000267694	lncRNA
chr18	13471012	13472709	-	ENSG00000267529	lncRNA
chr18	13500641	13501289	-	ENSG00000267366	lncRNA
chr18	13514520	13522888	-	ENSG00000267136	lncRNA
chr18	13561399	13565035	-	ENSG00000267503	lncRNA
chr18	13611114	13611200	+	MIR4526	miRNA
chr18	13644815	13645685	-	ENSG00000266954	lncRNA
chr18	13663347	13726663	-	FAM210A	protein_coding
chr18	13710249	13710484	-	ENSG00000279962	TEC
chr18	13715102	13715368	-	RN7SL362P	misc_RNA
chr18	13726660	13764556	+	RNMT	protein_coding
chr18	13744159	13745777	+	ENSG00000288839	lncRNA
chr18	13824149	13827323	+	MC5R	protein_coding
chr18	13882044	13915707	-	MC2R	protein_coding
chr18	13919603	13919923	-	ENSG00000243779	processed_pseudogene
chr18	14010054	14010917	+	ENSG00000279352	TEC
chr18	14053951	14054761	+	ENSG00000270469	processed_pseudogene
chr18	14057457	14132490	-	ZNF519	protein_coding
chr18	14074912	14075741	-	ENSG00000267756	unprocessed_pseudogene
chr18	14089935	14091019	+	ENSG00000267150	lncRNA
chr18	14104542	14105226	+	ENSG00000267356	lncRNA
chr18	14137710	14139272	+	FRG2LP	processed_pseudogene
chr18	14143596	14151139	-	ENSG00000267324	processed_pseudogene
chr18	14153001	14157342	-	NF1P5	processed_pseudogene
chr18	14179097	14252140	+	ANKRD20A5P	transcribed_unprocessed_pseudogene
chr18	14190700	14190806	+	RNU6-316P	snRNA
chr18	14222008	14222331	+	RHOT1P1	processed_pseudogene
chr18	14225224	14342505	+	ENSG00000283294	lncRNA
chr18	14253548	14254075	+	ENSG00000274214	processed_pseudogene
chr18	14337423	14342524	+	CYP4F35P	transcribed_unprocessed_pseudogene
chr18	14346214	14346923	-	ENSG00000277743	processed_pseudogene
chr18	14361434	14361943	-	ENSG00000265437	processed_pseudogene
chr18	14377546	14378757	-	TERF1P2	processed_pseudogene
chr18	14391913	14393909	-	FEM1AP2	processed_pseudogene
chr18	14404551	14430923	-	ENSG00000286593	lncRNA
chr18	14450216	14450883	-	LONRF2P1	processed_pseudogene
chr18	14477955	14499278	-	CXADRP3	transcribed_processed_pseudogene
chr18	14485806	14487501	+	GRAMD4P7	processed_pseudogene
chr18	14507339	14543600	-	POTEC	protein_coding
chr18	14531676	14531782	-	RNU6-1021P	snRNA
chr18	14570844	14571788	+	OR4K7P	unprocessed_pseudogene
chr18	14613137	14614184	+	OR4K8P	unprocessed_pseudogene
chr18	14629832	14632806	-	SNX19P3	processed_pseudogene
chr18	14680604	14681106	-	VN1R74P	unprocessed_pseudogene
chr18	14695422	14706597	+	GTF2IP8	unprocessed_pseudogene
chr18	14728272	14854667	+	ANKRD30B	protein_coding
chr18	14759188	14759294	+	RNU6-1210P	snRNA
chr18	14816151	14825249	-	ENSG00000265737	lncRNA
chr18	14830166	14830242	+	MIR3156-2	miRNA
chr18	14877611	14884052	+	LINC01906	lncRNA
chr18	14888709	14890086	-	FGF7P1	unprocessed_pseudogene
chr18	14903580	14915628	+	ENSG00000263618	lncRNA
chr18	14946267	14974215	+	LINC01443	lncRNA
chr18	14969001	14970468	-	LINC01444	lncRNA
chr18	14978739	14979839	+	ENSG00000263821	lncRNA
chr18	14990707	14993235	-	ENSG00000279042	TEC
chr18	15003975	15006352	-	ENSG00000266522	unprocessed_pseudogene
chr18	15056845	15066598	-	ENSG00000278923	lncRNA
chr18	15075445	15122767	+	ENSG00000263635	lncRNA
chr18	15139255	15150980	-	ENSG00000286815	lncRNA
chr18	15159724	15164467	-	ENSG00000264880	lncRNA
chr18	15165338	15172007	+	ENSG00000287723	lncRNA
chr18	15184016	15189760	-	ENSG00000286293	lncRNA
chr18	15196999	15197775	-	ENSG00000265015	transcribed_processed_pseudogene
chr18	15247429	15247997	-	BNIP3P3	processed_pseudogene
chr18	15254418	15271744	+	ENSG00000266818	unprocessed_pseudogene
chr18	15307663	15330282	-	ENSG00000215512	transcribed_unprocessed_pseudogene
chr18	15320840	15320944	-	RNU6-721P	snRNA
chr18	20946906	21111813	-	ROCK1	protein_coding
chr18	21119182	21119661	-	ENSG00000244527	processed_pseudogene
chr18	21120404	21120506	-	RNU6-120P	snRNA
chr18	21182503	21183499	-	EXOGP1	processed_pseudogene
chr18	21240675	21241371	-	GREB1L-DT	lncRNA
chr18	21242232	21526112	+	GREB1L	protein_coding
chr18	21316878	21317795	+	ENSG00000265948	lncRNA
chr18	21380286	21451017	-	ENSG00000265751	lncRNA
chr18	21450653	21450756	-	ENSG00000221139	snoRNA
chr18	21529284	21600884	-	ESCO1	protein_coding
chr18	21612314	21633524	+	SNRPD1	protein_coding
chr18	21650901	21704780	-	ABHD3	protein_coding
chr18	21661787	21662395	-	ENSG00000264188	lncRNA
chr18	21673628	21682561	+	ENSG00000265656	lncRNA
chr18	21683510	21683597	+	MIR320C1	miRNA
chr18	21704957	21870953	+	MIB1	protein_coding
chr18	21711950	21712119	-	ENSG00000252677	snoRNA
chr18	21724119	21724229	+	Y_RNA	misc_RNA
chr18	21793883	21794159	+	RN7SL233P	misc_RNA
chr18	21817624	21817828	+	SNORA73	snoRNA
chr18	21825487	21831539	-	MIR133A1HG	lncRNA
chr18	21825698	21825785	-	MIR133A1	miRNA
chr18	21829004	21829088	-	MIR1-2	miRNA
chr18	21854640	21854987	-	ENSG00000243303	processed_pseudogene
chr18	21871446	21893996	-	ENSG00000264149	lncRNA
chr18	21879801	21879904	+	RNU6-1038P	snRNA
chr18	21914369	21914660	-	ENSG00000264289	processed_pseudogene
chr18	21928985	21929094	-	RNA5SP451	rRNA_pseudogene
chr18	21981121	22051159	+	LINC01900	lncRNA
chr18	22088060	22098780	+	ENSG00000263588	lncRNA
chr18	22130603	22130729	-	RNU6ATAC20P	snRNA
chr18	22164886	22169878	-	GATA6-AS1	lncRNA
chr18	22169589	22202528	+	GATA6	protein_coding
chr18	22175465	22176662	-	ENSG00000264012	lncRNA
chr18	22180112	22180218	-	RNU6-702P	snRNA
chr18	22200619	22205229	-	ENSG00000266283	lncRNA
chr18	22213778	22228029	+	ENSG00000264825	lncRNA
chr18	22347846	22348252	-	ENSG00000273348	lncRNA
chr18	22413599	22417915	-	CTAGE1	protein_coding
chr18	22418829	22419294	-	ATP7BP1	processed_pseudogene
chr18	22562054	22563242	-	ENSG00000289624	lncRNA
chr18	22586465	22587227	+	RPS4XP18	processed_pseudogene
chr18	22647582	22647688	+	RNU6-1032P	snRNA
chr18	22699481	22933764	-	ENSG00000265943	lncRNA
chr18	22723491	22907721	-	ENSG00000266850	lncRNA
chr18	22798261	23026488	+	RBBP8	protein_coding
chr18	22882825	22883357	-	ENSG00000273232	lncRNA
chr18	22900486	22900995	-	UBE2CP2	processed_pseudogene
chr18	22933349	22933438	+	MIR4741	miRNA
chr18	23004564	23004862	+	RN7SL745P	misc_RNA
chr18	23024596	23024703	+	Y_RNA	misc_RNA
chr18	23134564	23260470	+	CABLES1	protein_coding
chr18	23197144	23437961	-	TMEM241	protein_coding
chr18	23257164	23260354	-	ENSG00000266495	lncRNA
chr18	23453287	23486603	+	RIOK3	protein_coding
chr18	23456371	23456467	+	Y_RNA	misc_RNA
chr18	23485000	23485197	+	ENSG00000283084	processed_pseudogene
chr18	23503470	23531822	+	RMC1	protein_coding
chr18	23506184	23586506	-	NPC1	protein_coding
chr18	23582016	23582121	-	Y_RNA	misc_RNA
chr18	23598926	23662911	-	ANKRD29	protein_coding
chr18	23672253	23672748	-	RPS10P27	processed_pseudogene
chr18	23689453	23956222	+	LAMA3	protein_coding
chr18	23709825	23710287	-	RPL23AP77	processed_pseudogene
chr18	23957754	23982556	-	ENSG00000265752	lncRNA
chr18	23992773	24135610	+	TTC39C	protein_coding
chr18	23994213	24015339	-	TTC39C-AS1	lncRNA
chr18	24076794	24099320	-	ENSG00000265204	lncRNA
chr18	24113637	24121003	-	ENSG00000264924	lncRNA
chr18	24124170	24124285	-	RNU5A-6P	snRNA
chr18	24135468	24135829	-	ENSG00000279332	TEC
chr18	24138987	24161600	+	CABYR	protein_coding
chr18	24159509	24162211	-	ENSG00000265750	lncRNA
chr18	24162045	24397880	-	OSBPL1A	protein_coding
chr18	24170505	24170623	-	RNA5SP452	rRNA_pseudogene
chr18	24179038	24179295	-	Metazoa_SRP	misc_RNA
chr18	24218300	24218404	+	RNU6-435P	snRNA
chr18	24321686	24321735	+	MIR320C2	miRNA
chr18	24364787	24367984	+	ENSG00000264365	lncRNA
chr18	24402153	24402714	+	ENSG00000273321	lncRNA
chr18	24426634	24453531	+	IMPACT	protein_coding
chr18	24429505	24429609	+	Y_RNA	misc_RNA
chr18	24435364	24439638	+	ENSG00000265094	lncRNA
chr18	24460637	24479961	+	HRH4	protein_coding
chr18	24489375	24491080	+	ENSG00000264695	lncRNA
chr18	24500139	24508262	+	ENSG00000287611	lncRNA
chr18	24516699	24544154	-	ENSG00000266489	lncRNA
chr18	24522273	24522919	-	EIF4A3P1	processed_pseudogene
chr18	24534551	24708542	+	LINC01915	lncRNA
chr18	24685772	24686351	-	RAC1P1	processed_pseudogene
chr18	24689914	24690161	-	PPIAP57	processed_pseudogene
chr18	24725762	24986980	+	ENSG00000266573	lncRNA
chr18	24932771	24987919	-	LINC01894	lncRNA
chr18	25016434	25017204	-	WBP2P1	processed_pseudogene
chr18	25055600	25056760	+	ENSG00000265552	lncRNA
chr18	25061924	25352190	-	ZNF521	protein_coding
chr18	25196663	25218241	+	ENSG00000285595	lncRNA
chr18	25200976	25202837	-	ENSG00000279439	TEC
chr18	25302126	25302960	+	ENSG00000264434	lncRNA
chr18	25818234	25818532	-	RN7SL97P	misc_RNA
chr18	25953216	25953468	-	ENSG00000264193	processed_pseudogene
chr18	26016253	26091217	-	SS18	protein_coding
chr18	26098839	26099226	+	RPS24P18	processed_pseudogene
chr18	26133852	26193355	+	PSMA8	protein_coding
chr18	26170726	26171284	-	DHFRP1	processed_pseudogene
chr18	26204869	26205904	+	NPM1P2	processed_pseudogene
chr18	26226445	26391685	+	TAF4B	protein_coding
chr18	26255698	26256355	-	SINHCAFP1	processed_pseudogene
chr18	26266009	26267409	+	ENSG00000266237	lncRNA
chr18	26348347	26349004	+	ENSG00000264911	processed_pseudogene
chr18	26366301	26366406	-	RNU6-1289P	snRNA
chr18	26421139	26438041	+	LINC01543	lncRNA
chr18	26454910	26657401	-	KCTD1	protein_coding
chr18	26542971	26545791	-	ENSG00000277534	lncRNA
chr18	26565723	26575626	-	ENSG00000275805	lncRNA
chr18	26591467	26591535	-	MIR8057	miRNA
chr18	26599408	26600338	+	CIAPIN1P	processed_pseudogene
chr18	26655737	27190698	+	AQP4-AS1	lncRNA
chr18	26685954	26689668	+	ENSG00000263677	lncRNA
chr18	26687621	26703638	-	PCAT18	lncRNA
chr18	26689316	26689529	-	U3	snoRNA
chr18	26822341	26825171	-	ENSG00000263382	lncRNA
chr18	26831520	26832432	-	ENSG00000266184	processed_pseudogene
chr18	26852043	26865771	-	AQP4	protein_coding
chr18	26906481	27185308	-	CHST9	protein_coding
chr18	26952201	26952558	-	ATP6V1E1P2	processed_pseudogene
chr18	27225742	27247188	+	LINC01908	lncRNA
chr18	27335968	27595164	-	ENSG00000264151	lncRNA
chr18	27343252	27346110	+	ENSG00000264790	lncRNA
chr18	27355406	27355764	-	UBA52P9	processed_pseudogene
chr18	27375310	27401910	+	ENSG00000263611	lncRNA
chr18	27418884	27420435	-	RBM22P1	processed_pseudogene
chr18	27452514	27453657	-	PA2G4P3	processed_pseudogene
chr18	27454466	27469673	+	ENSG00000286465	lncRNA
chr18	27785821	27795637	+	ENSG00000286426	lncRNA
chr18	27921551	27963692	+	ENSG00000227279	lncRNA
chr18	27932879	28177946	-	CDH2	protein_coding
chr18	28146233	28146703	-	ENSG00000274578	lncRNA
chr18	28638714	28789580	+	ENSG00000265994	lncRNA
chr18	28651732	28653208	+	ARIH2P1	processed_pseudogene
chr18	28824652	28824826	-	ENSG00000271238	processed_pseudogene
chr18	29048620	29048719	+	RNU6-408P	snRNA
chr18	29256817	29257060	-	ENSG00000266479	processed_pseudogene
chr18	29278509	29361963	-	ENSG00000265980	lncRNA
chr18	29518259	29548241	+	ENSG00000264587	lncRNA
chr18	29629842	29650440	+	ENSG00000287803	lncRNA
chr18	30290161	30414073	+	ENSG00000286605	lncRNA
chr18	30298910	30298960	+	MIR302F	miRNA
chr18	30713275	30714286	+	ENSG00000266196	lncRNA
chr18	30780006	30780424	+	ENSG00000279734	TEC
chr18	30954820	30980917	-	ENSG00000265670	lncRNA
chr18	30984106	30984215	+	RNU6-857P	snRNA
chr18	30989365	31042815	-	DSC3	protein_coding
chr18	31058840	31102522	-	DSC2	protein_coding
chr18	31101540	31162789	+	DSCAS	lncRNA
chr18	31129236	31162856	-	DSC1	protein_coding
chr18	31131456	31132494	+	ENSG00000263698	lncRNA
chr18	31228130	31250873	+	ENSG00000289619	lncRNA
